player,count
勒纳-钱,91
中岛布兰登,61
阿利亚西姆,27
保罗,25
菲斯,20
达维多维奇,16
谢尔顿,10
穆塞蒂,8
门希克,8
沙波瓦洛夫,2
亚-兹韦列夫,1
蒂亚福,1
辛纳,1
