player,count
德雷珀,32
布勃利克,31
弗里茨,26
鲁德,23
达尔德里,18
德约科维奇,14
阿尔卡拉斯,11
林德克内希,10
梅德韦杰夫,9
诺里,9
德米纳尔,8
莱赫奇卡,7
弗-塞伦多洛,6
瓦舍罗,6
安贝尔,5
卢布列夫,3
穆泰,2
麦克唐纳,2
米克尔森,1
胡-塞伦多洛,1
邦齐,1
