player,count
轮空,93
凯茨曼诺维奇,91
丰塞卡,42
吉隆,27
孟菲尔斯,26
西里奇,20
阿里斯,9
布鲁克斯比,8
斯夫尔奇纳,8
沙波瓦洛夫,7
迪亚洛,7
富乔维奇,5
西西帕斯,5
贝雷蒂尼,5
波佩林,4
达姆,4
乌戈-卡拉贝利,2
普里兹米奇,2
奥佩尔卡,1
曼纳里诺,1
纳沃内,1
贝尔赫斯,1
达克沃斯,1
