player,count
科斯蒂亚,134
轮空,101
帕克斯,35
奥索里奥,27
李吉妮,17
波塔波娃,14
张帅,13
凯斯勒,9
麦克纳莉,8
博萨斯,7
曾丽美,7
巴多萨,6
拉希莫娃,4
加尔菲,3
安德莱斯库,3
森梅兹,3
比勒尔,3
鲁塞,2
亚斯特列姆斯卡,1
布林科娃,1
希门尼斯,1
扎哈罗娃,1
斯蒂芬斯,1
赛德尔,1
