player,count
姆博科,34
伊-约维奇,18
大坂直美,16
诺斯科娃,11
亚历山德罗娃,9
卡林斯卡娅,9
高芙,9
陶森,5
阿尼西莫娃,4
保利尼,3
王欣瑜,3
萨巴莲卡,3
拉杜卡努,2
克里斯蒂安,1
