player,count
姆博科,18
高芙,12
大坂直美,10
亚历山德罗娃,8
诺斯科娃,8
卡林斯卡娅,7
伊-约维奇,6
萨巴莲卡,6
拉杜卡努,5
阿尼西莫娃,3
伊埃拉,2
陶森,2
乔因特,1
亚斯特列姆斯卡,1
保利尼,1
克里斯蒂安,1
施内德,1
汤姆亚诺维奇,1
王欣瑜,1
