player,count
斯特恩斯,37
卡塔尔,34
鲁季奇,33
弗雷希,31
帕里,25
瓦伦托娃,23
巴蒂斯特,20
布克沙,20
西尼亚科娃,12
格拉乔娃,6
鲍兹科娃,3
弗-琼斯,2
施拉姆科娃,2
汤森德,2
邦达尔,2
克鲁格,1
布雷迪,1
戴伊,1
沃雷涅茨,1
维基奇,1
西格蒙德,1
里纳特,1
阿朗戈,1
马辛科,1
