player,count
弗雷希,93
斯特恩斯,53
鲁季奇,38
卡塔尔,28
巴蒂斯特,20
布克沙,19
帕里,19
瓦伦托娃,13
格拉乔娃,5
西尼亚科娃,4
鲍兹科娃,3
维基奇,2
西格蒙德,2
邦达尔,2
大威廉姆斯,1
汤森德,1
