player,count
科达,153
米克尔森,54
巴埃斯,48
范德尚舒尔普,15
胡尔卡奇,14
毛罗然,13
博尔热斯,7
迪米特洛夫,7
土方凛辉,3
郑瑞,3
塔比洛,2
姆佩奇-佩里卡尔,2
阿特马纳,2
岛袋将,1
科普里瓦,1
舍夫琴科,1
阿纳尔迪,1
霍达尔,1
麦克唐纳,1
