player,count
穆霍娃,6
斯维托丽娜,5
凯斯,4
本西奇,4
米-安德烈耶娃,4
奥斯塔彭科,3
郑钦文,3
希维昂泰克,2
萨卡里,2
西尼亚科娃,1
雷巴金娜,1
